host_since,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month,n_bathrooms,bath_shared,emailhost_verification,phonehost_verification,photographerhost_verification,work_emailhost_verification,neighbourhood_cleansed_Arbutus Ridge,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_Downtown Eastside,neighbourhood_cleansed_Dunbar Southlands,neighbourhood_cleansed_Fairview,neighbourhood_cleansed_Grandview-Woodland,neighbourhood_cleansed_Hastings-Sunrise,neighbourhood_cleansed_Kensington-Cedar Cottage,neighbourhood_cleansed_Kerrisdale,neighbourhood_cleansed_Killarney,neighbourhood_cleansed_Kitsilano,neighbourhood_cleansed_Marpole,neighbourhood_cleansed_Mount Pleasant,neighbourhood_cleansed_Oakridge,neighbourhood_cleansed_Renfrew-Collingwood,neighbourhood_cleansed_Riley Park,neighbourhood_cleansed_Shaughnessy,neighbourhood_cleansed_South Cambie,neighbourhood_cleansed_Strathcona,neighbourhood_cleansed_Sunset,neighbourhood_cleansed_Victoria-Fraserview,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Point Grey,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_time_Unspecified,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,alarm_amenitie,dryer_amenitie,parking_amenitie,water_amenitie,coffee_amenitie,material_amenitie,grill_amenitie,wine_amenitie,backyard_amenitie,pool_amenitie
2015-06-01,True,True,True,49.27381,-123.20692,6,3.0,3.0,690.0,2,90,2,4,90,90,2.1,90.0,24,31,46,289,162,35,1,2017-06-20,2023-02-19,4.95,4.92,4.89,5.0,4.98,4.94,4.79,True,False,2.32,2.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2011-08-03,True,True,True,49.26252,-123.18165,2,1.0,1.0,145.0,1,7,1,1,1125,1125,1.0,1125.0,0,0,0,0,298,8,0,2017-05-07,2022-12-31,4.93,4.97,4.96,4.99,4.99,4.9,4.88,True,False,4.18,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2014-11-20,True,True,True,49.27665,-123.1208,2,1.0,1.0,130.0,30,1125,30,30,1125,1125,30.0,1125.0,25,51,77,324,8,0,0,2017-07-10,2019-10-31,5.0,5.0,4.83,5.0,5.0,5.0,4.5,True,False,0.12,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-08-11,True,True,True,49.232,-123.05679,2,1.0,1.0,70.0,2,28,2,2,28,28,2.0,28.0,0,0,0,12,76,33,0,2017-05-06,2022-11-15,4.88,5.0,5.0,4.95,4.96,4.64,4.68,True,False,1.07,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2014-10-29,False,True,True,49.28312,-123.10727,2,1.0,1.0,150.0,30,30,30,30,30,30,30.0,30.0,29,59,89,364,16,0,0,2017-05-13,2017-08-28,4.8,4.8,4.73,5.0,5.0,5.0,4.92,False,False,0.23,1.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-25,False,True,False,49.24952,-123.07457,2,1.0,3.0,113.0,2,1125,2,2,1125,1125,2.0,1125.0,6,31,44,94,117,15,0,2017-05-26,2022-11-07,4.68,4.73,4.71,4.89,4.94,4.7,4.67,True,False,1.66,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2017-05-02,True,True,True,49.28138,-123.11857,3,1.0,2.0,89.0,30,1125,30,30,1125,1125,30.0,1125.0,0,0,0,0,22,5,0,2017-05-11,2022-12-26,4.9,4.95,4.76,5.0,5.0,5.0,4.85,True,False,0.31,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-02,True,True,True,49.28161,-123.11777,6,3.0,3.0,265.0,30,1125,30,30,1125,1125,30.0,1125.0,29,59,89,329,10,4,0,2017-06-30,2022-11-01,5.0,5.0,4.9,4.7,5.0,5.0,4.7,False,False,0.14,2.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2013-04-22,True,True,True,49.26922,-123.06617,2,1.0,1.0,110.0,30,999,30,30,1125,1125,30.0,1125.0,0,0,0,72,37,5,1,2017-05-14,2023-03-04,4.78,4.92,4.86,4.97,5.0,4.92,4.58,True,True,0.52,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2012-07-16,True,True,True,49.2793,-123.10922,6,3.0,3.0,300.0,2,1125,2,2,1125,1125,2.0,1125.0,1,5,6,148,404,75,2,2017-05-07,2023-02-18,4.94,4.95,4.96,4.89,4.97,4.85,4.86,True,False,5.67,2.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2015-09-02,False,True,False,49.28031,-123.10696,6,2.0,4.0,151.0,2,1124,1,3,1125,1125,2.3,1125.0,19,49,79,160,190,35,5,2017-05-30,2023-02-27,4.55,4.71,4.62,4.81,4.86,4.77,4.52,True,False,2.7,1.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2015-10-20,True,True,False,49.26823,-123.05603,2,1.0,1.0,117.0,7,1125,7,21,1125,1125,11.3,1125.0,2,2,3,3,82,8,0,2017-05-19,2022-12-16,4.79,4.9,4.84,4.99,4.95,4.72,4.76,True,False,1.16,1.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-05-07,True,True,True,49.23802,-123.16885,4,2.0,3.0,149.0,2,120,2,7,1125,1125,3.2,1125.0,10,25,30,81,242,51,4,2017-05-13,2023-03-01,4.9,4.91,4.95,4.97,4.92,4.92,4.86,True,False,3.41,1.0,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-11-15,False,True,True,49.27324,-123.15193,3,1.0,1.0,111.0,6,8,6,6,8,8,6.0,8.0,0,0,0,0,6,0,0,2017-06-08,2019-06-09,5.0,4.83,5.0,5.0,4.67,5.0,5.0,True,False,0.09,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-10-04,False,True,True,49.27878,-123.10797,4,1.0,2.0,108.0,1,2,1,1,2,2,1.0,2.0,0,0,0,0,54,0,0,2017-05-13,2017-12-31,4.76,4.89,4.78,4.78,4.85,4.84,4.71,True,False,0.76,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2013-02-26,False,True,True,49.23581,-123.10871,8,3.0,4.0,250.0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,3,0,0,2017-07-13,2017-08-24,4.33,4.67,4.33,5.0,5.0,4.5,4.5,True,True,0.04,1.5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,False,True,True,49.23453,-123.16569,2,1.0,1.0,150.0,3,1125,3,3,1125,1125,3.0,1125.0,0,7,17,37,89,11,0,2017-05-23,2023-02-01,4.9,4.92,4.84,4.98,5.0,4.9,4.83,True,False,1.26,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2014-11-07,False,True,True,49.25546,-123.12465,6,2.0,2.0,375.0,4,30,4,4,30,30,4.0,30.0,30,60,90,358,43,9,0,2017-07-25,2022-09-28,4.86,4.84,4.88,4.91,4.81,4.91,4.67,True,False,0.63,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2017-05-10,False,True,True,49.26127,-123.21519,2,1.0,1.0,175.0,3,21,3,3,1125,1125,3.0,1125.0,0,5,14,94,70,0,0,2017-06-08,2020-03-22,4.99,4.96,5.0,5.0,5.0,4.86,4.94,True,False,1.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2015-09-29,False,True,True,49.25333,-123.12648,3,1.0,1.0,81.0,90,1125,90,90,1125,1125,90.0,1125.0,0,0,0,0,64,0,0,2018-03-19,2019-12-28,4.91,4.88,4.86,4.95,4.97,4.89,4.86,True,False,1.05,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-04-19,False,True,True,49.24195,-123.0891,1,1.0,1.0,63.0,30,120,30,30,1125,1125,30.0,1125.0,0,0,11,202,11,0,0,2017-06-11,2019-10-19,4.89,4.89,4.78,5.0,5.0,4.67,4.67,False,False,0.16,1.0,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-18,True,True,True,49.24025,-123.1009,1,1.0,1.0,47.0,30,1125,7,30,1125,1125,28.6,1125.0,12,22,22,29,14,0,0,2017-08-31,2020-03-07,4.93,4.86,5.0,4.86,5.0,4.71,4.86,True,False,0.21,1.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-06,True,True,True,49.23911,-123.1482,3,1.0,2.0,103.0,30,365,30,30,1125,1125,30.0,1125.0,0,0,29,110,32,0,0,2017-05-23,2021-05-29,4.91,5.0,4.94,4.94,4.97,4.81,4.87,False,False,0.45,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2016-05-18,True,True,True,49.23359,-123.09929,2,1.0,1.0,105.0,5,1125,5,5,1125,1125,5.0,1125.0,8,11,14,218,93,10,0,2017-07-02,2022-12-19,4.9,4.95,4.97,4.98,4.98,4.89,4.87,True,False,1.34,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2017-05-16,False,True,True,49.26847,-123.10601,2,1.0,2.0,99.0,30,1124,30,30,1124,1124,30.0,1124.0,0,0,0,0,27,0,0,2017-05-30,2021-03-31,4.96,5.0,4.89,4.92,5.0,4.96,4.85,False,False,0.38,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-08-10,False,True,True,49.21718,-123.10661,4,1.0,2.0,121.0,1,1125,1,1,1125,1125,1.0,1125.0,12,42,72,347,116,21,1,2017-06-16,2023-02-20,4.72,4.81,4.85,4.92,4.9,4.75,4.63,True,True,1.66,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2015-02-19,True,True,True,49.28269,-123.12497,2,1.0,1.0,99.0,28,365,28,28,1125,1125,28.0,1125.0,5,35,49,312,332,65,0,2017-06-01,2023-01-29,4.75,4.79,4.63,4.82,4.92,4.94,4.69,True,False,4.71,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-05-17,False,True,True,49.25881,-123.14922,2,1.0,1.0,130.0,30,1124,30,30,1125,1125,30.0,1125.0,7,21,51,205,52,12,0,2017-06-13,2022-09-01,4.65,4.81,4.87,4.98,4.87,4.8,4.62,True,True,0.74,1.5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-29,False,True,True,49.27907,-123.10671,3,1.0,4.0,130.0,17,1125,17,17,1125,1125,17.0,1125.0,4,27,34,34,37,9,0,2017-06-23,2023-01-01,4.78,4.97,4.67,4.92,4.97,4.78,4.69,True,False,0.53,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-05-17,False,True,True,49.25767,-123.1491,4,2.0,2.0,256.0,30,1124,4,30,1125,1125,23.3,1125.0,0,0,8,60,53,8,0,2017-06-09,2022-08-28,4.72,4.79,4.77,4.94,4.91,4.88,4.6,True,True,0.76,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-05-17,False,True,True,49.25712,-123.14907,4,2.0,2.0,249.0,30,1124,5,30,1125,1125,23.6,1125.0,1,2,5,95,59,16,0,2017-06-13,2022-08-28,4.73,4.83,4.78,4.95,4.92,4.86,4.59,True,True,0.84,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-02-24,False,True,True,49.26396801482054,-123.16002786573696,5,2.0,3.0,160.0,1,7,1,1,1125,1125,1.0,1125.0,0,3,3,3,34,8,5,2017-05-28,2023-03-06,4.91,4.94,4.91,5.0,4.97,4.94,4.85,True,False,0.48,1.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-11-16,False,True,True,49.27196,-123.06405,4,3.0,3.0,150.0,5,31,5,5,31,31,5.0,31.0,0,0,0,0,11,0,0,2017-07-14,2019-07-27,5.0,5.0,5.0,5.0,5.0,4.91,5.0,True,False,0.16,1.5,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-07,False,True,True,49.23914,-123.06458,4,2.0,2.0,85.0,1,7,1,1,7,7,1.0,7.0,0,0,0,0,121,0,0,2017-06-09,2020-03-18,4.65,4.87,4.79,4.95,4.95,4.75,4.79,True,False,1.72,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-05-23,True,True,True,49.27767,-123.12908,2,1.0,1.0,92.0,30,1125,30,30,1125,1125,30.0,1125.0,7,21,21,247,100,5,0,2017-07-15,2022-11-01,4.79,4.84,4.91,4.76,4.86,4.82,4.61,True,False,1.45,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,False,True,True,49.27837,-123.09956,2,1.0,1.0,166.0,30,90,30,30,90,90,30.0,90.0,27,57,87,87,10,3,0,2018-07-31,2022-09-21,5.0,5.0,4.9,5.0,5.0,4.5,4.9,False,False,0.18,2.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2016-08-17,True,True,True,49.25836,-123.12625,3,1.0,2.0,148.0,30,1125,30,30,1125,1125,30.0,1125.0,0,21,32,191,53,7,0,2017-06-06,2023-01-08,4.92,4.91,4.6,4.98,5.0,4.8,4.74,False,False,0.75,1.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-31,True,True,True,49.28823,-123.14223,2,1.0,1.0,350.0,3,14,3,3,14,14,3.0,14.0,0,8,38,97,73,9,0,2017-07-02,2022-09-26,4.99,4.96,5.0,5.0,4.99,4.96,4.97,True,False,1.05,1.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2015-04-21,True,True,True,49.28046,-123.12091,4,2.0,2.0,220.0,30,1125,30,90,1125,1125,80.7,1125.0,0,27,57,260,92,8,0,2017-06-02,2023-01-01,5.0,4.98,4.97,4.97,4.99,4.99,4.89,True,False,1.31,2.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2015-03-15,True,True,True,49.27738,-123.07444,7,3.0,6.0,166.0,30,1125,30,150,1125,1125,104.0,1125.0,29,59,89,364,4,0,0,2017-08-21,2022-01-23,5.0,5.0,5.0,5.0,5.0,4.75,4.75,False,False,0.06,3.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-19,False,True,True,49.22838,-123.10111,8,3.0,3.0,2061.0,6,30,6,6,30,30,6.0,30.0,23,53,83,157,7,1,0,2017-07-22,2022-08-04,5.0,4.86,4.86,5.0,5.0,4.6,4.6,True,False,0.1,6.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-05-25,False,True,True,49.27896,-123.13227,3,1.0,1.0,125.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,21,0,0,2017-06-25,2017-11-27,4.95,4.95,4.84,4.94,4.94,4.94,4.88,True,False,0.3,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-25,False,True,True,49.26574,-123.14893,2,1.0,1.0,165.0,30,95,30,30,95,95,30.0,95.0,23,53,83,83,5,3,0,2019-08-25,2022-10-16,5.0,5.0,4.6,5.0,5.0,5.0,4.8,False,False,0.12,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-02-21,True,True,True,49.26577,-123.06892,6,2.0,3.0,124.0,30,1125,30,30,1125,1125,30.0,1125.0,2,19,29,230,279,17,0,2017-06-20,2023-02-09,4.99,4.99,4.99,4.98,5.0,4.87,4.88,True,False,4.0,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2017-05-28,False,True,True,49.24532,-123.07588,4,1.0,2.0,163.0,2,30,2,2,30,30,2.0,30.0,29,59,89,89,80,12,0,2017-06-19,2022-09-11,4.7,4.83,4.85,4.79,4.76,4.7,4.58,True,False,1.15,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2012-03-08,True,True,True,49.23924,-123.08398,2,1.0,1.0,40.0,30,1125,30,30,1125,1125,30.0,1125.0,14,14,17,209,34,4,0,2017-07-02,2022-11-04,4.85,4.88,4.62,4.94,4.91,4.7,4.85,True,False,0.49,1.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2017-05-29,False,True,True,49.27868,-123.10592,6,1.0,4.0,264.0,1,1125,1,1,1125,1125,1.0,1125.0,21,42,52,268,9,9,3,2022-12-18,2023-03-06,4.89,4.89,4.89,4.89,5.0,4.67,4.89,True,True,3.1,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2012-01-23,True,True,True,49.25343,-123.10752,6,2.0,4.0,139.0,2,1125,1,2,1125,1125,1.9,1125.0,9,37,67,145,250,51,2,2017-05-29,2023-02-27,4.9,4.92,4.91,4.98,4.95,4.93,4.8,True,False,3.54,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2017-05-17,False,True,True,49.25703,-123.15105,6,3.0,3.0,395.0,30,1122,5,30,1125,1125,23.6,1125.0,12,33,59,226,61,11,0,2017-06-17,2022-08-27,4.85,4.85,4.78,4.92,4.92,4.87,4.68,True,False,0.87,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-11-24,False,True,True,49.26694,-123.16971,4,2.0,3.0,250.0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,9,0,0,2017-07-20,2019-09-02,4.78,4.89,5.0,4.88,5.0,5.0,4.63,True,False,0.13,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-05-30,False,False,True,49.22653,-123.07378,6,2.0,3.0,275.0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,3,3,0,2022-08-20,2022-10-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,False,0.43,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-10-18,True,True,True,49.25237,-123.09729,4,1.0,2.0,145.0,2,100,2,6,1125,1125,2.2,1125.0,6,17,20,54,245,47,4,2017-06-08,2023-03-05,4.89,4.94,4.96,4.99,4.96,4.92,4.81,True,False,3.49,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2017-05-17,False,True,True,49.2592,-123.1497,4,2.0,2.0,250.0,30,1124,30,30,1124,1124,30.0,1124.0,0,12,15,63,57,4,0,2017-06-24,2022-08-18,4.5,4.73,4.68,4.82,4.8,4.88,4.54,True,False,0.82,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
