host_since,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month,n_bathrooms,bath_shared,emailhost_verification,phonehost_verification,photographerhost_verification,work_emailhost_verification,neighbourhood_cleansed_Arbutus Ridge,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_Downtown Eastside,neighbourhood_cleansed_Dunbar Southlands,neighbourhood_cleansed_Fairview,neighbourhood_cleansed_Grandview-Woodland,neighbourhood_cleansed_Hastings-Sunrise,neighbourhood_cleansed_Kensington-Cedar Cottage,neighbourhood_cleansed_Kerrisdale,neighbourhood_cleansed_Killarney,neighbourhood_cleansed_Kitsilano,neighbourhood_cleansed_Marpole,neighbourhood_cleansed_Mount Pleasant,neighbourhood_cleansed_Oakridge,neighbourhood_cleansed_Renfrew-Collingwood,neighbourhood_cleansed_Riley Park,neighbourhood_cleansed_Shaughnessy,neighbourhood_cleansed_South Cambie,neighbourhood_cleansed_Strathcona,neighbourhood_cleansed_Sunset,neighbourhood_cleansed_Victoria-Fraserview,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Point Grey,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_time_Unspecified,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,alarm_amenitie,dryer_amenitie,parking_amenitie,water_amenitie,coffee_amenitie,material_amenitie,grill_amenitie,wine_amenitie,backyard_amenitie,pool_amenitie
2009-11-07,True,True,True,49.28201,-123.12669,2,1.0,1.0,157.0,2,90,1,2,90,90,2.0,90.0,18,22,34,212,443,10,1,2010-06-22,2023-02-24,4.68,4.75,4.8,4.84,4.8,4.92,4.68,True,False,2.86,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2009-11-08,True,True,True,49.25622,-123.06607,2,1.0,1.0,150.0,30,180,30,30,180,180,30.0,180.0,0,5,6,152,96,4,0,2011-06-02,2022-11-06,4.92,4.93,4.96,4.96,4.97,4.78,4.88,False,False,0.67,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2009-11-20,False,True,True,49.24922,-123.08139,4,1.0,2.0,150.0,3,7,3,3,1125,1125,3.0,1125.0,0,0,0,0,34,0,0,2010-10-03,2021-07-14,4.76,4.84,4.68,4.9,4.68,4.77,4.71,True,True,0.22,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-11-23,False,True,True,49.27921,-123.08835,2,1.0,1.0,110.0,30,1125,30,30,1125,1125,30.0,1125.0,1,1,1,70,265,7,0,2010-02-15,2023-01-26,4.69,4.84,4.93,4.85,4.72,4.6,4.74,True,False,1.66,1.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2009-12-15,False,True,True,49.27721,-123.04086,4,2.0,3.0,350.0,3,31,3,3,1125,1125,3.0,1125.0,0,0,0,194,7,2,0,2018-08-04,2022-07-30,4.57,4.86,4.57,4.86,5.0,4.86,4.29,True,False,0.12,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2009-11-29,False,True,True,49.26339,-123.07145,6,3.0,4.0,100.0,365,365,365,365,365,365,365.0,365.0,30,60,90,90,3,0,0,2017-12-24,2018-02-16,4.0,4.0,3.0,4.0,4.33,5.0,3.67,False,False,0.05,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-27,False,True,True,49.25277,-123.03774,7,4.0,5.0,195.0,5,29,5,5,29,29,5.0,29.0,10,10,10,19,7,0,0,2011-05-06,2021-09-29,5.0,4.83,5.0,5.0,5.0,4.83,5.0,True,False,0.05,3.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2010-01-07,False,True,True,49.26132,-123.10845,2,1.0,1.0,94.0,5,60,5,5,60,60,5.0,60.0,0,0,0,0,203,0,0,2012-10-01,2021-10-01,4.6,4.75,4.5,4.85,4.85,4.88,4.66,True,False,1.6,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010-01-10,False,True,True,49.24781,-123.07241,6,3.0,3.0,150.0,30,365,30,30,365,365,30.0,365.0,17,17,17,17,0,0,0,1900-01-01,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2010-01-14,False,True,True,49.26557,-123.096,2,1.0,1.0,51.0,30,1125,30,30,1125,1125,30.0,1125.0,17,35,54,226,118,0,0,2011-03-17,2019-12-31,4.54,4.5,3.98,4.75,4.73,4.69,4.49,False,False,0.81,1.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,True,True,True,49.27569,-123.07057,2,1.0,1.0,109.0,1,40,1,1,1125,1125,1.0,1125.0,0,0,0,0,466,63,4,2011-06-06,2023-03-12,4.98,4.97,4.98,5.0,5.0,4.92,4.95,True,False,3.25,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2010-01-13,False,True,True,49.28299,-123.13008,2,1.0,1.0,68.0,30,360,30,30,360,360,30.0,360.0,0,0,12,287,130,7,1,2011-04-30,2023-02-12,4.55,4.56,4.47,4.67,4.66,4.88,4.51,True,False,0.9,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-31,False,True,True,49.25636,-123.08636,3,2.0,2.0,99.0,30,365,30,30,365,365,30.0,365.0,0,11,16,212,76,1,0,2010-02-22,2022-08-28,4.82,4.84,4.92,4.85,4.89,4.52,4.81,True,False,0.48,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2010-02-22,True,True,True,49.23361,-123.05283,1,1.0,1.0,64.0,30,65,1,30,65,65,28.4,65.0,0,13,18,103,376,28,2,2011-07-09,2023-02-28,4.71,4.7,4.86,4.89,4.78,4.48,4.77,True,False,2.64,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010-02-22,True,True,True,49.23442,-123.05307,2,1.0,1.0,105.0,30,95,30,30,95,95,30.0,95.0,0,0,2,86,225,4,0,2011-11-16,2022-12-16,4.74,4.74,4.88,4.87,4.78,4.43,4.72,True,False,1.63,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-10-09,False,False,True,49.26216,-123.1715,6,2.0,3.0,140.0,30,365,30,30,365,365,30.0,365.0,0,0,0,145,16,0,0,2013-06-01,2021-03-01,5.0,4.94,5.0,4.94,4.88,4.94,4.5,True,False,0.13,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2010-04-17,True,True,True,49.28086,-123.12375,2,1.0,2.0,169.0,30,360,30,30,1125,1125,30.0,1125.0,0,6,10,93,40,2,0,2011-07-04,2022-10-31,4.74,4.85,4.72,4.87,4.87,4.74,4.64,False,False,0.28,1.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2009-11-07,False,True,False,49.2792,-123.105,3,1.0,2.0,127.0,30,1125,30,30,1125,1125,30.0,1125.0,0,0,0,225,87,3,0,2010-08-06,2022-10-03,4.27,4.47,4.44,4.51,4.4,4.17,4.19,False,False,0.57,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2010-06-13,True,True,True,49.24677,-123.1048,3,1.0,2.0,125.0,4,100,4,4,100,100,4.0,100.0,7,21,29,217,108,30,0,2011-05-30,2023-02-09,4.98,4.94,4.99,4.97,4.97,4.94,4.93,True,False,0.75,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2010-06-25,True,True,True,49.2729,-123.06973,2,1.0,1.0,99.0,2,1125,2,4,1125,1125,2.8,1125.0,11,19,23,222,532,70,4,2010-08-14,2023-03-05,4.74,4.75,4.82,4.9,4.91,4.87,4.75,True,False,3.47,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2010-04-17,True,True,True,49.28036,-123.1234,3,1.0,2.0,172.0,30,365,30,30,365,365,30.0,365.0,0,27,39,87,34,2,0,2010-08-17,2022-08-21,4.79,4.9,4.81,4.75,4.88,4.81,4.59,False,False,0.22,1.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2010-09-01,False,True,True,49.23653,-123.02664,2,1.0,1.0,110.0,50,730,50,50,730,730,50.0,730.0,11,41,71,346,1,1,0,2022-10-18,2022-10-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,False,0.2,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010-09-07,False,True,True,49.26778,-123.14674,2,1.0,1.0,1950.0,31,1125,31,31,1125,1125,31.0,1125.0,0,0,0,0,9,0,0,2010-12-25,2016-08-22,4.89,4.89,5.0,5.0,5.0,5.0,5.0,False,False,0.06,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-17,False,True,True,49.28692,-123.13227,4,2.0,2.0,215.0,30,360,30,30,360,360,30.0,360.0,7,7,29,304,40,0,0,2011-05-15,2015-06-22,4.94,4.84,4.92,5.0,4.92,4.95,4.92,False,False,0.28,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-11-23,False,True,True,49.27836,-123.08716,4,2.0,2.0,275.0,3,45,3,5,45,45,3.0,45.0,7,7,7,18,32,7,1,2015-07-08,2023-02-20,4.94,4.83,5.0,5.0,5.0,4.85,5.0,True,False,0.34,1.5,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2011-02-03,False,True,True,49.27345,-123.07031,4,2.0,2.0,210.0,7,21,7,7,21,21,7.0,21.0,0,0,0,79,12,0,0,2012-12-30,2018-05-23,4.91,4.92,4.92,4.75,4.83,4.83,4.83,True,False,0.1,1.5,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2011-02-11,True,True,True,49.27591,-123.12359,3,1.0,1.0,129.0,30,1125,30,30,1125,1125,30.0,1125.0,0,7,9,235,20,4,0,2011-08-21,2022-08-06,4.74,4.95,4.58,5.0,5.0,4.95,4.79,False,False,0.14,1.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2011-02-27,True,True,True,49.2452,-123.16544,3,1.0,3.0,100.0,2,21,2,2,1125,1125,2.0,1125.0,6,22,32,225,729,55,5,2011-03-19,2023-03-04,4.81,4.85,4.82,4.94,4.93,4.83,4.84,True,False,4.99,1.0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2011-04-19,True,True,True,49.27936,-123.12443,2,1.0,1.0,149.0,30,60,30,30,1125,1125,30.0,1125.0,0,0,0,0,271,3,0,2011-05-10,2022-10-02,4.88,4.9,4.82,4.87,4.94,4.98,4.81,True,True,1.88,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2011-05-24,False,True,True,49.24615,-123.09462,3,1.0,2.0,95.0,3,1125,2,3,28,1125,3.0,1070.4,2,3,14,193,605,65,2,2011-08-01,2023-03-04,4.68,4.74,4.68,4.86,4.74,4.83,4.76,True,False,4.28,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-06-01,True,True,True,49.24356,-123.04757,1,1.0,1.0,40.0,30,365,30,30,1125,1125,30.0,1125.0,0,0,0,160,44,2,1,2011-08-23,2023-02-28,4.6,4.73,4.78,4.7,4.73,4.68,4.63,False,True,0.31,1.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,True,True,True,49.26262921288303,-123.1044384134911,6,1.0,5.0,125.0,6,1125,6,6,1125,1125,6.0,1125.0,7,9,11,81,148,18,1,2011-07-02,2023-03-02,4.84,4.84,4.78,4.98,4.92,4.88,4.79,True,False,1.04,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2011-02-07,True,True,True,49.25757,-123.18966,6,3.0,3.0,175.0,2,29,2,4,1125,1125,2.7,1125.0,0,0,0,12,213,32,0,2011-08-30,2023-01-03,4.87,4.91,4.91,4.92,4.92,4.84,4.89,True,False,1.52,2.0,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2009-06-03,False,True,False,49.28034,-123.12648,4,2.0,2.0,400.0,10,21,10,10,21,21,10.0,21.0,0,0,0,0,7,0,0,2018-07-26,2019-12-28,4.86,5.0,5.0,4.71,4.86,5.0,4.86,True,False,0.12,2.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2011-07-26,False,True,True,49.25808,-123.16824,4,1.0,1.0,131.0,30,365,30,30,365,365,30.0,365.0,0,0,0,41,57,0,0,2011-08-16,2021-02-28,4.88,4.89,4.82,4.93,4.96,4.91,4.82,True,False,0.4,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2011-08-11,False,True,True,49.2634,-123.0712,6,3.0,4.0,350.0,7,30,7,7,30,30,7.0,30.0,5,5,5,76,13,0,0,2014-07-22,2019-08-17,4.38,4.77,4.08,5.0,4.85,4.77,4.62,True,False,0.12,3.5,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2011-09-09,False,True,True,49.2719,-123.15043,4,2.0,2.0,188.0,2,1125,2,2,1125,1125,2.0,1125.0,6,12,15,202,238,24,1,2016-09-05,2023-02-19,4.58,4.76,4.64,4.94,4.93,4.97,4.55,True,False,3.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2011-10-16,False,True,True,49.29103,-123.05782,3,2.0,2.0,110.0,30,90,30,30,90,90,30.0,90.0,11,12,12,201,1,0,0,2014-09-04,2014-09-04,5.0,5.0,4.0,5.0,5.0,5.0,5.0,False,False,0.01,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2010-09-21,True,True,True,49.28375,-123.10383,2,1.0,1.0,250.0,4,365,4,4,365,365,4.0,365.0,0,0,0,0,84,10,0,2013-04-15,2022-09-14,4.92,4.87,4.84,4.99,5.0,4.86,4.75,True,False,0.7,1.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2011-10-09,False,False,True,49.26293,-123.17143,7,2.0,4.0,153.0,30,1125,30,30,1125,1125,30.0,1125.0,0,0,2,73,24,0,0,2012-10-29,2021-12-31,5.0,5.0,5.0,5.0,5.0,5.0,4.74,True,False,0.19,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2011-08-09,False,True,True,49.27839,-123.12852,4,1.0,2.0,99.0,120,365,120,120,365,365,120.0,365.0,0,0,0,164,53,0,0,2011-12-20,2021-03-31,4.79,4.85,4.4,4.83,4.85,4.9,4.69,False,False,0.39,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-06,True,True,True,49.23273,-123.02747,2,1.0,1.0,101.0,2,30,2,2,30,30,2.0,30.0,0,0,0,0,84,12,0,2012-10-01,2022-10-09,4.95,4.98,4.8,4.99,4.99,4.74,4.93,True,False,0.66,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2009-11-29,False,True,True,49.26328,-123.07086,7,3.0,3.0,100.0,365,365,365,365,365,365,365.0,365.0,30,60,90,90,6,0,0,2017-12-10,2019-12-21,4.0,3.33,3.33,4.5,3.5,3.83,3.5,True,False,0.09,2.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2012-01-25,True,True,True,49.27608,-123.12452,2,1.0,1.0,145.0,30,1124,30,120,1125,1125,35.3,1125.0,0,0,12,287,152,6,0,2012-04-01,2023-01-09,4.89,4.89,4.79,4.9,4.95,4.95,4.77,False,False,1.14,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2011-09-23,False,True,False,49.27634,-123.11825,2,2.0,1.0,258.0,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,364,46,2,0,2012-03-09,2022-09-11,4.86,4.61,4.91,4.93,4.86,5.0,4.59,True,False,0.34,1.0,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-03-10,False,True,True,49.27799,-123.07101,1,1.0,1.0,48.0,30,60,30,30,60,60,30.0,60.0,28,47,49,94,59,2,0,2012-08-27,2022-10-11,4.69,4.81,4.53,4.89,4.91,4.82,4.65,False,False,0.46,1.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2010-02-22,True,True,True,49.2332,-123.0551,1,1.0,1.0,63.0,30,95,1,30,95,95,27.8,95.0,7,23,23,73,237,15,0,2012-04-16,2022-11-30,4.73,4.81,4.92,4.92,4.78,4.51,4.75,True,False,1.78,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-04-18,True,True,True,49.28211,-123.10453,4,2.0,2.0,285.0,3,1125,3,3,1125,1125,3.0,1125.0,26,53,64,275,131,33,1,2012-05-24,2023-02-24,4.83,4.88,4.68,4.86,4.95,4.61,4.67,True,False,1.0,1.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2010-07-24,True,True,True,49.28063,-123.12502,2,1.0,1.0,148.0,30,1125,29,30,1125,1125,29.9,1125.0,12,30,41,60,268,6,1,2012-05-15,2023-03-01,4.88,4.87,4.81,4.93,4.94,4.92,4.8,True,False,2.03,1.0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-09-23,False,True,False,49.22834,-123.03047,2,1.0,1.0,140.0,2,1125,2,2,1125,1125,2.0,1125.0,30,60,90,365,48,4,0,2012-07-28,2022-10-23,4.64,4.64,4.62,4.83,4.79,4.41,4.5,True,False,0.37,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-09-23,False,True,False,49.23034,-123.02971,2,1.0,1.0,135.0,2,1125,2,2,1125,1125,2.0,1125.0,30,60,90,365,41,6,0,2012-06-15,2022-09-23,4.39,4.21,4.41,4.62,4.54,4.33,4.36,True,False,0.31,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-21,True,True,True,49.28586,-123.05563,4,2.0,2.0,281.0,3,28,2,3,1125,1125,3.0,1125.0,0,0,0,14,5,4,0,2013-09-27,2022-08-13,4.8,5.0,4.8,4.8,4.8,5.0,5.0,True,False,0.04,1.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2012-05-12,True,True,True,49.28241,-123.10381,2,1.0,1.0,350.0,2,1125,1,2,1125,1125,2.0,1125.0,15,31,59,289,199,36,3,2013-08-06,2023-03-07,4.86,4.91,4.87,4.81,4.92,4.81,4.74,True,False,1.7,1.5,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
